Timestamp,BlockNumber,TransactionHash,EventName,EventData
2023-03-01T20:59:33.000Z,26097235,0x4539d6e64221e010b868d60d4cfe7bbc386caf59e9c1e8a00e175ad04931dad1,Bought,"{""from"":""0x9C9C85330fEb9f85b612Ab227CF81190cE5A9aC4"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""8288924084745"",""beans"":""1980000000000"",""dollarBuy"":""16112916681974516089195864200000000000""}"
2023-03-01T20:59:33.000Z,26097235,0xd3a378bbd14b9f62ee4bd9415b4e0a3863020adb965f7ba71d9667da47a1f078,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x3161e6B5BfE90A3E49Be306E1871Ee4A1d85Dc55"",""value"":""8024344105761""}"
2023-03-01T20:59:33.000Z,26097235,0xd3a378bbd14b9f62ee4bd9415b4e0a3863020adb965f7ba71d9667da47a1f078,Bought,"{""from"":""0x3161e6B5BfE90A3E49Be306E1871Ee4A1d85Dc55"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""8024344105761"",""beans"":""1950000000000"",""dollarBuy"":""15868781580732477966632290500000000000""}"
2023-03-01T20:59:33.000Z,26097235,0x57d6bc7d64742ea5c00c8d98a7be82a9f1573c7f83abe2c2a13b5bddf42af5b6,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x3161e6B5BfE90A3E49Be306E1871Ee4A1d85Dc55"",""value"":""7889899088580""}"
2023-03-01T20:59:33.000Z,26097235,0x57d6bc7d64742ea5c00c8d98a7be82a9f1573c7f83abe2c2a13b5bddf42af5b6,Bought,"{""from"":""0x3161e6B5BfE90A3E49Be306E1871Ee4A1d85Dc55"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7889899088580"",""beans"":""1950000000000"",""dollarBuy"":""15868781580732477966632290500000000000""}"
2023-03-01T20:59:36.000Z,26097236,0x779ab8f4774630f9c6b6885a554f0722b5ec44a96daef2130adca330bf18de52,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x547a214105f9886B0e27EEd0C3A7Cd053bd63fC9"",""value"":""7877945457232""}"
2023-03-01T20:59:36.000Z,26097236,0x779ab8f4774630f9c6b6885a554f0722b5ec44a96daef2130adca330bf18de52,Bought,"{""from"":""0x547a214105f9886B0e27EEd0C3A7Cd053bd63fC9"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7877945457232"",""beans"":""1980198019802"",""dollarBuy"":""16115121035963864797020462899628145458""}"
2023-03-01T20:59:36.000Z,26097236,0x22b3ef2b5b1a617721e9a6d43c6d7bde5298c17f718943bd0cd345b9c1bebcaa,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xf7C6F5d7301d08366d3FBCD40c041e8b06A3d931"",""value"":""7434951211602""}"
2023-03-01T20:59:36.000Z,26097236,0x22b3ef2b5b1a617721e9a6d43c6d7bde5298c17f718943bd0cd345b9c1bebcaa,Bought,"{""from"":""0xf7C6F5d7301d08366d3FBCD40c041e8b06A3d931"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7434951211602"",""beans"":""1900000000000"",""dollarBuy"":""15462458634014303186146694952000000000""}"
2023-03-01T20:59:36.000Z,26097236,0x8081c9a61e92a94cd310c0b332e2bc605bbd036e55e48aa7b158374a8dc185c7,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xD732B07400fA4FA0621796E23A35022827DDA6bB"",""value"":""7316516348171""}"
2023-03-01T20:59:36.000Z,26097236,0x8081c9a61e92a94cd310c0b332e2bc605bbd036e55e48aa7b158374a8dc185c7,Bought,"{""from"":""0xD732B07400fA4FA0621796E23A35022827DDA6bB"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7316516348171"",""beans"":""1900000000000"",""dollarBuy"":""15462458634014303186146694952000000000""}"
2023-03-01T20:59:40.000Z,26097237,0x72f9101171575db59b2bf14594eab314f402944928659a4fff9552921824cf45,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xda64491687a1f146429d9614DFe8f36a822f06d7"",""value"":""3696774290213""}"
2023-03-01T20:59:40.000Z,26097237,0x72f9101171575db59b2bf14594eab314f402944928659a4fff9552921824cf45,Bought,"{""from"":""0xda64491687a1f146429d9614DFe8f36a822f06d7"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""3696774290213"",""beans"":""971651272950"",""dollarBuy"":""7907430323514060978592987871340073236""}"
2023-03-01T20:59:40.000Z,26097237,0xddaf6e5db15c7d311cdf8adbc22e08cb8bc009c41c6d31e10adbdfaa3f7cd795,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x438b3f171D3978f4fAF04Df1ec67a5337a4B15B9"",""value"":""7433643761199""}"
2023-03-01T20:59:40.000Z,26097237,0xddaf6e5db15c7d311cdf8adbc22e08cb8bc009c41c6d31e10adbdfaa3f7cd795,Bought,"{""from"":""0x438b3f171D3978f4fAF04Df1ec67a5337a4B15B9"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7433643761199"",""beans"":""1978000000000"",""dollarBuy"":""16097233251621206159051664534240000000""}"
2023-03-01T20:59:40.000Z,26097237,0xf4cdfbdfee5d2324d824f13c12f7b0ef48d9af7d6f7168c8425a82f5c4b7f070,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xf7C6F5d7301d08366d3FBCD40c041e8b06A3d931"",""value"":""3727365238""}"
2023-03-01T20:59:40.000Z,26097237,0xf4cdfbdfee5d2324d824f13c12f7b0ef48d9af7d6f7168c8425a82f5c4b7f070,Bought,"{""from"":""0xf7C6F5d7301d08366d3FBCD40c041e8b06A3d931"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""3727365238"",""beans"":""1000000000"",""dollarBuy"":""8138136123165422729550892080000000""}"
2023-03-01T20:59:40.000Z,26097237,0x5aad4c57a052942f23247cd4d3b051aa058b33c55611e089598883330f0cfc5d,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xD732B07400fA4FA0621796E23A35022827DDA6bB"",""value"":""3727334370""}"
2023-03-01T20:59:40.000Z,26097237,0x5aad4c57a052942f23247cd4d3b051aa058b33c55611e089598883330f0cfc5d,Bought,"{""from"":""0xD732B07400fA4FA0621796E23A35022827DDA6bB"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""3727334370"",""beans"":""1000000000"",""dollarBuy"":""8138136123165422729550892080000000""}"
2023-03-01T20:59:43.000Z,26097238,0xb33890f1baf521f30e924fe1e89e31a059544c3dbebefe02183c8a66d99aac4e,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xD06DAA9E4995501F027cf43546c0055990b3409D"",""value"":""7320076741381""}"
2023-03-01T20:59:43.000Z,26097238,0xb33890f1baf521f30e924fe1e89e31a059544c3dbebefe02183c8a66d99aac4e,Bought,"{""from"":""0xD06DAA9E4995501F027cf43546c0055990b3409D"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7320076741381"",""beans"":""1980000000000"",""dollarBuy"":""16113513843828327749354640504000000000""}"
2023-03-01T20:59:48.000Z,26097239,0x6c6002b82e24d04a3ddd1b16a202d0ebe322147fe7f8ef785245bbce353010ea,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x2dFDAF97d96E9a39205C6249070e6E2820e71952"",""value"":""7201983644857""}"
2023-03-01T20:59:48.000Z,26097239,0x6c6002b82e24d04a3ddd1b16a202d0ebe322147fe7f8ef785245bbce353010ea,Bought,"{""from"":""0x2dFDAF97d96E9a39205C6249070e6E2820e71952"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7201983644857"",""beans"":""1980000000000"",""dollarBuy"":""16113513843828327749354640504000000000""}"
2023-03-01T20:59:48.000Z,26097239,0x84843ed6a5cdff5a6f20bfb9d02a6afdda838cabd3ad188b01eb933237d81967,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x1b7ceaD1FD2C39bDC2b574B3ec20fABb434016d2"",""value"":""7047668038570""}"
2023-03-01T20:59:48.000Z,26097239,0x84843ed6a5cdff5a6f20bfb9d02a6afdda838cabd3ad188b01eb933237d81967,Bought,"{""from"":""0x1b7ceaD1FD2C39bDC2b574B3ec20fABb434016d2"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7047668038570"",""beans"":""1969000000000"",""dollarBuy"":""16023982129134906086636925657120000000""}"
2023-03-01T20:59:51.000Z,26097240,0x05952d1ca5413c023609379d6ea1786944fef7848ad2719f8d03deeadc9d69a6,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x438b3f171D3978f4fAF04Df1ec67a5337a4B15B9"",""value"":""6967840335030""}"
2023-03-01T20:59:51.000Z,26097240,0x05952d1ca5413c023609379d6ea1786944fef7848ad2719f8d03deeadc9d69a6,Bought,"{""from"":""0x438b3f171D3978f4fAF04Df1ec67a5337a4B15B9"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""6967840335030"",""beans"":""1978000000000"",""dollarBuy"":""16097225318145680162197988293440000000""}"
2023-03-01T20:59:51.000Z,26097240,0x599caf3ca5e5ba94fde6dc8923925dbe5c9d93fd9cbc3f993c67dd3a51dfb5e7,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xD515C2B8f1cd24939cCdDA82A489050D11eDa899"",""value"":""6933862426294""}"
2023-03-01T20:59:51.000Z,26097240,0x599caf3ca5e5ba94fde6dc8923925dbe5c9d93fd9cbc3f993c67dd3a51dfb5e7,Bought,"{""from"":""0xD515C2B8f1cd24939cCdDA82A489050D11eDa899"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""6933862426294"",""beans"":""2000000000000"",""dollarBuy"":""16276264224616461235791696960000000000""}"
2023-03-01T20:59:54.000Z,26097241,0x03f09bbb13f95ab78e5321f94d30b83ee230b85bd0266008aa57cb3872821024,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xEF11F921e55fC40F06d04c4BCEB3325D866032bf"",""value"":""5128429013734""}"
2023-03-01T20:59:54.000Z,26097241,0x03f09bbb13f95ab78e5321f94d30b83ee230b85bd0266008aa57cb3872821024,Bought,"{""from"":""0xEF11F921e55fC40F06d04c4BCEB3325D866032bf"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""5128429013734"",""beans"":""1500000000000"",""dollarBuy"":""12207139442162434586259856800000000000""}"
2023-03-01T20:59:57.000Z,26097242,0x40edf00cbe952ba062fdd55d27bb113050ca3b2c46be05b295f0ba0d1d8ee977,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x8096361BfB0AAAa9b61f75CED8014c29Fd612292"",""value"":""6744018668873""}"
2023-03-01T20:59:57.000Z,26097242,0x40edf00cbe952ba062fdd55d27bb113050ca3b2c46be05b295f0ba0d1d8ee977,Bought,"{""from"":""0x8096361BfB0AAAa9b61f75CED8014c29Fd612292"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""6744018668873"",""beans"":""2000000000000"",""dollarBuy"":""16276183402157113782003552000000000000""}"
2023-03-01T21:00:03.000Z,26097244,0xf1f9af124afda0c0a45d9a00109d7aad2ba710d10896b3613f2b2cf70ccdf839,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xD06DAA9E4995501F027cf43546c0055990b3409D"",""value"":""8282651119121""}"
2023-03-01T21:00:03.000Z,26097244,0xf1f9af124afda0c0a45d9a00109d7aad2ba710d10896b3613f2b2cf70ccdf839,Bought,"{""from"":""0xD06DAA9E4995501F027cf43546c0055990b3409D"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""8282651119121"",""beans"":""2500000000000"",""dollarBuy"":""20345207579936674454292390000000000000""}"
2023-03-01T21:00:03.000Z,26097244,0xc20ac7922fb71ab8613d6c93d789d7554159bb1aae7558041cbdf09ff41d8092,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x390467108f5436a655cE981ecA7181C977961909"",""value"":""6446562512251""}"
2023-03-01T21:00:03.000Z,26097244,0xc20ac7922fb71ab8613d6c93d789d7554159bb1aae7558041cbdf09ff41d8092,Bought,"{""from"":""0x390467108f5436a655cE981ecA7181C977961909"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""6446562512251"",""beans"":""1980000000000"",""dollarBuy"":""16113404403309846167799572880000000000""}"
2023-03-01T21:00:03.000Z,26097244,0x9eb78db4e6b735fcf990a2fff0193883b018f7cfa79b48422954899d7f83b39f,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x8096361BfB0AAAa9b61f75CED8014c29Fd612292"",""value"":""6412530644676""}"
2023-03-01T21:00:03.000Z,26097244,0x9eb78db4e6b735fcf990a2fff0193883b018f7cfa79b48422954899d7f83b39f,Bought,"{""from"":""0x8096361BfB0AAAa9b61f75CED8014c29Fd612292"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""6412530644676"",""beans"":""2000000000000"",""dollarBuy"":""16276166063949339563433912000000000000""}"
2023-03-01T21:00:07.000Z,26097245,0x100bae463bb939fc182f93070390abcd8c1a300cb407b78b4195339483fca05f,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xD515C2B8f1cd24939cCdDA82A489050D11eDa899"",""value"":""7878975807737""}"
2023-03-01T21:00:07.000Z,26097245,0x100bae463bb939fc182f93070390abcd8c1a300cb407b78b4195339483fca05f,Bought,"{""from"":""0xD515C2B8f1cd24939cCdDA82A489050D11eDa899"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7878975807737"",""beans"":""2500000000000"",""dollarBuy"":""20345199006790601132375270400000000000""}"
2023-03-01T21:00:10.000Z,26097246,0x62df9acfc95604e9e1b789a32577d7344e041929ee905f9944de93ab0653841e,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x8096361BfB0AAAa9b61f75CED8014c29Fd612292"",""value"":""6196503838043""}"
2023-03-01T21:00:10.000Z,26097246,0x62df9acfc95604e9e1b789a32577d7344e041929ee905f9944de93ab0653841e,Bought,"{""from"":""0x8096361BfB0AAAa9b61f75CED8014c29Fd612292"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""6196503838043"",""beans"":""2000000000000"",""dollarBuy"":""16276171936676080170396801600000000000""}"
2023-03-01T21:00:13.000Z,26097247,0x9992940d51d630f3635b6d79bf83564e0efc4fd09138cfc098574b39de18a24a,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xf07Db6C2Ec07c79a424E990420fEf23F5e1e1e0a"",""value"":""6043392159805""}"
2023-03-01T21:00:13.000Z,26097247,0x9992940d51d630f3635b6d79bf83564e0efc4fd09138cfc098574b39de18a24a,Bought,"{""from"":""0xf07Db6C2Ec07c79a424E990420fEf23F5e1e1e0a"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""6043392159805"",""beans"":""1980000000000"",""dollarBuy"":""16113528034265562787246853592000000000""}"
2023-03-01T21:00:13.000Z,26097247,0x4af7551edfbb3eb3ab036e96d596638137e119d48b04cd447780be554910d0df,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xAb0818680dCC0b7bAa65EC07324E7f70cabE0885"",""value"":""5955102318307""}"
2023-03-01T21:00:13.000Z,26097247,0x4af7551edfbb3eb3ab036e96d596638137e119d48b04cd447780be554910d0df,Bought,"{""from"":""0xAb0818680dCC0b7bAa65EC07324E7f70cabE0885"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""5955102318307"",""beans"":""1980132579074"",""dollarBuy"":""16114606982055590460092114372680154760""}"
2023-03-01T21:00:16.000Z,26097248,0x6302f5132ece2c228bd483c27a4d0037316bd1f4ae2b8ad9095f2a230ae5470d,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x0bB85aBCD43554628787366d15fd9A885C730CE4"",""value"":""5867953087470""}"
2023-03-01T21:00:16.000Z,26097248,0x6302f5132ece2c228bd483c27a4d0037316bd1f4ae2b8ad9095f2a230ae5470d,Bought,"{""from"":""0x0bB85aBCD43554628787366d15fd9A885C730CE4"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""5867953087470"",""beans"":""1980000000000"",""dollarBuy"":""16113528034265562787246853592000000000""}"
2023-03-01T21:00:19.000Z,26097249,0xe262e612d48e170e1667e0484925ad8098fb99bb09d6d9b8b9b64e0e7878e0bf,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x6EAC7fE8138E1C9a10Fea101c4C5eB755AbB0640"",""value"":""7288037153888""}"
2023-03-01T21:00:19.000Z,26097249,0xe262e612d48e170e1667e0484925ad8098fb99bb09d6d9b8b9b64e0e7878e0bf,Bought,"{""from"":""0x6EAC7fE8138E1C9a10Fea101c4C5eB755AbB0640"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""7288037153888"",""beans"":""2500000000001"",""dollarBuy"":""20345364114652646746043607000000000000""}"
2023-03-01T21:00:25.000Z,26097251,0xecab824dcbe01b4286199b99e56debf0988e2cfda01dda3e0150dc301144ff21,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x07d3CF521FB799EF7aDe65aAd8d4fdf120f3BD45"",""value"":""9451782887854""}"
2023-03-01T21:00:25.000Z,26097251,0xecab824dcbe01b4286199b99e56debf0988e2cfda01dda3e0150dc301144ff21,Bought,"{""from"":""0x07d3CF521FB799EF7aDe65aAd8d4fdf120f3BD45"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""9451782887854"",""beans"":""3311541640046"",""dollarBuy"":""26949864325605458914344014030239968204""}"
2023-03-01T21:00:25.000Z,26097251,0x75fde913f00a407cba8c48b94fbdbaf06c3201218b3b0a1b6c3428b367dfca84,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xf07Db6C2Ec07c79a424E990420fEf23F5e1e1e0a"",""value"":""5544359638735""}"
2023-03-01T21:00:25.000Z,26097251,0x75fde913f00a407cba8c48b94fbdbaf06c3201218b3b0a1b6c3428b367dfca84,Bought,"{""from"":""0xf07Db6C2Ec07c79a424E990420fEf23F5e1e1e0a"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""5544359638735"",""beans"":""1980000000000"",""dollarBuy"":""16113561949341271009333048939200000000""}"
2023-03-01T21:00:28.000Z,26097252,0x50db1c4038a0dc024e4da2e99ef9d61ecd6605cfa81b240aa15a2452a5ae3b68,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x2dFDAF97d96E9a39205C6249070e6E2820e71952"",""value"":""8252521260330""}"
2023-03-01T21:00:28.000Z,26097252,0x50db1c4038a0dc024e4da2e99ef9d61ecd6605cfa81b240aa15a2452a5ae3b68,Bought,"{""from"":""0x2dFDAF97d96E9a39205C6249070e6E2820e71952"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""8252521260330"",""beans"":""3000000000000"",""dollarBuy"":""24414487800540908411914651440000000000""}"
2023-03-01T21:00:28.000Z,26097252,0x3e86790c1bc676fd83243ad75c65aca98e4528c2cb647c4b3e466b9d630b0017,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x2c375E200BBa7A510A0CEeF1d99aaAB7a416304B"",""value"":""5405031878304""}"
2023-03-01T21:00:28.000Z,26097252,0x3e86790c1bc676fd83243ad75c65aca98e4528c2cb647c4b3e466b9d630b0017,Bought,"{""from"":""0x2c375E200BBa7A510A0CEeF1d99aaAB7a416304B"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""5405031878304"",""beans"":""2000000000000"",""dollarBuy"":""16276325200360605607943100960000000000""}"
2023-03-01T21:00:31.000Z,26097253,0xd2fb8ec4210cced048e05c68a8c254071a17a3f7e8865973438f31e0d19465c7,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0x64F7bFfF37393Cd86188331624C68Bd0e10B6461"",""value"":""4667472008125""}"
2023-03-01T21:00:31.000Z,26097253,0xd2fb8ec4210cced048e05c68a8c254071a17a3f7e8865973438f31e0d19465c7,Bought,"{""from"":""0x64F7bFfF37393Cd86188331624C68Bd0e10B6461"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""4667472008125"",""beans"":""1750000000000"",""dollarBuy"":""14241698534750102969175782880000000000""}"
2023-03-01T21:00:34.000Z,26097254,0x6697425b9f262a31225cb7da0e14a7ec03ce39cac5a204b0ec303bc877d97522,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xD06DAA9E4995501F027cf43546c0055990b3409D"",""value"":""3955523512907""}"
2023-03-01T21:00:34.000Z,26097254,0x6697425b9f262a31225cb7da0e14a7ec03ce39cac5a204b0ec303bc877d97522,Bought,"{""from"":""0xD06DAA9E4995501F027cf43546c0055990b3409D"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""3955523512907"",""beans"":""1500000000000"",""dollarBuy"":""12207160858891917843607662360000000000""}"
2023-03-01T21:00:34.000Z,26097254,0x7508615e1e67c5f7c75050d3641e786bdb83e7c10cb379477d5502c4a926ac45,Transfer,"{""from"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""to"":""0xb31Ad5e7E18c2f207792B37241CE7374Bc1864cb"",""value"":""6501724053159""}"
2023-03-01T21:00:34.000Z,26097254,0x7508615e1e67c5f7c75050d3641e786bdb83e7c10cb379477d5502c4a926ac45,Bought,"{""from"":""0xb31Ad5e7E18c2f207792B37241CE7374Bc1864cb"",""to"":""0x43C3EBaFdF32909aC60E80ee34aE46637E743d65"",""tokens"":""6501724053159"",""beans"":""2500000000000"",""dollarBuy"":""20345268098153196406012770600000000000""}"
